domain,tld,status,description,ollama_country,final_country,processed_at,company_name,date,source,location
tsebrakes.com,com,published,"As a global player in the heavy-duty trucking industry, TSE utilizes an extensive technical support, sales, and distribution network to supply spring brakes for drum and disc brake applications in more than 30 countries worldwide. This global perspec... 58029",unknown,United States,2025-10-20T15:41:41.188014,,,,
lockbit4.com,com,published,"LockBit 4.0 - released! Want a lamborghini, a ferrari and lots of titty girls? Sign up and start your pentester billionaire journey in 5 minutes with us. ( often times to protect our web sites from ddos attacks we include ACCESS KEY - ADTISZRLVUM... 66566",unknown,United States,2025-10-20T15:41:42.505399,,,,
madison-home.com,com,published,"Madison Industries Inc Rug Manufacturer Gross Revenue: $47,000,000 66038 nhbg.com.co published Greetings! Today we are posting here the new company, ""Nuevo Hospital de Bocagrande"". Company Description: The New Bocagrande Hospital is a high-level comprehensive health care facility created in 2009 by a group of people with the aim of provi... 99183",unknown,United States,2025-10-20T15:41:43.084199,,,,
chcm.us,us,published,"Greetings! Today we are posting here the new company, ""College Hospital Costa Mesa"". Company Description: College Hospital Costa Mesa is a facility specializing in psychiatric and medical/surgical services as well as outpatient telehealth, and... 90643 oleopalma.com.mx published Greetings! Today we are posting here the new company, ""Oleopalma Compania Agroindustrial Cia Ltda LLC"". Company Description: Oleopalma is a company specialized in the cultivation, production, processing and marketing of palm oil and its derivat... 87381",United States,United States,2025-10-20T15:41:43.743806,,,,
kumhotire.com,com,published,"Updated The first part of the data has been published, stay tuned for updates Kumho Tire (formerly known as Samyang Tire) is a South Korean tire manufacturer. Kumho Tire was previously operated as a business unit of the Kumho Asiana Group. Since... 82888 tpgagedcare.com.au published Greetings! Today we are posting here the new company, ""TPG Aged Care"". Company Description: At TPG Aged Care, we believe that everyone has the right to be treated with dignity, respect and privacy as valued individuals in our community. That’s... 76636 bnsgroup.co.uk published Greetings! Today we are posting here the new company, ""BNS GROUP Ltd"". Company Description: Founded over twenty years ago B&S GROUP has grown into a organisation focused on serving the needs of independent pharmacy. Headquarters: London, En... 101326 oyaksgs.com.tr published Greetings! Today we are posting here the new company, ""OYAK Defense and Security Systems Inc."". Company Description: Oyak Savunma Ve Guvenlik Sistemleri A.S. is an enterprise located in Turkiye, with the main office in Ankara. The company opera... 128636",South Korea,South Korea,2025-10-20T15:41:44.720104,,,,
paybito.com,com,published,"Quick Launch Self Branded Crypto Exchange. Create an exchange theme from scratch or go headless PayBitoPro APIs. Who We Serve Our experienced teams provide comprehensive financial solutions, meticulously tailored to address the unique needs of busine... 73086",unknown,United States,2025-10-20T15:41:45.501560,,,,
efile.com,com,published,"eFile.com offers free or low-cost tax preparation and e-filing for federal and state returns. Compare eFile.com with other services, get free tax support from Taxperts, and use tax calculators and tools. 72361",United States,United States,2025-10-20T15:41:46.175879,,,,
yesmoke.eu,eu,published,"Sede legale | C.so Europa, 7 20122 Milano, Italia; Sede Operativa | Via San Giusto, 5 10036 Settimo Torinese (To), Italia; contact@yesmoke.eu +39 011 821 1653 69808",Italy,Italy,2025-10-20T15:41:46.757058,,,,
lakelandchamber.com,com,published,"The Lakeland Chamber of Commerce serves as the Catalyst for business success, Convener of leaders and influencers, and Champion for our thriving community. 69672",United States,United States,2025-10-20T15:41:47.244460,,,,
crbrandsinc.com,com,published,"CR Brands, Inc. was an American private-label consumer goods company, owned by the Beachwood, Ohio-based Resilience Capital Partners. It was formed in 2006 by Allied Capital through a merger of two of its subsidiaries, Redox Brands and ChemPro, Inc.... 67584",United States,United States,2025-10-20T15:41:47.881119,,,,
bspcr.com,com,published,"Dogecoin And Bitcoin Become Latest Additions To Robinhood Wallet After a long stretch of only offering Polygon (MATIC) in its Web3 wallet 66739 rhp.com.br published We've got information about more than 70000 patients staff contractors investors internal information 80757 policiaauxiliarcusaem.com.mx published Greetings! Today we are posting here the new company, ""POLICIAAUXILIARCUSAEM.MX"". Company Description: Government-funded private police auxiliary. Headquarters: 26-A Street No. 4, San Juan Ixtacala Industrial Subdivision, Tlalnepantla de Baz... 77406",Mexico,Mexico,2025-10-20T15:41:49.011461,,,,
nfcaa.org,org,published,"UTILITY ASSISTANCE. The Northeast Florida Community Action Agency, Inc. (NFCAA) is taking steps to maintain the health and safety of our customers, our employees, and our communities. All appointments and applications must be completed online or by m... 66237",United States,United States,2025-10-20T15:41:50.262975,,,,
ignitarium.com,com,published,"We are a leading provider of Product Engineering Services, offering expertise in Semiconductor design, Multimedia & Imaging, Connectivity, Cloud & Enterprise solutions, and Machine Learning & Deep Neural Networks. With a commitment to excellence, our... 65972",unknown,United States,2025-10-20T15:41:51.788492,,,,
fivestarproducts.com,com,published,"Markets & Applications Our innovative product solutions and unparalleled technical and engineering support make Five Star Products an outstanding choice for project success in a variety of markets and applications. Chemical Processing O&G 65704 apexbrasil.com.br published O Brasil tem uma economia aberta e diversificada. Por isso temos também um portfolio com inúmeras oportunidades de investimentos, em diversos setores produtivos: energia, petróleo e gás, saúde, agronegócio, infraestrutura, inovação entre outros. A Ap... 62280",Brazil,Brazil,2025-10-20T15:41:52.424483,,,,
bridgestoneamericas.com,com,published,"For generations to come. As we aim to improve our global sustainability practices, there are eight values driving our commitment. Follow along as Bridgestone Americas continues to make news. Since its founding in 1931, Bridgestone is committed to inn... 62570",United States,United States,2025-10-20T15:41:53.129966,,,,
dowley.com,com,published,"Security Experts! Experience, Expertise & Knowledge The Dowley relationship cycle is a well defined process for engaging clients and tailoring our services to meet their business demands OUR PROCESS Managed Detection And Response! Experience, Experti... 62000",unknown,United States,2025-10-20T15:41:54.562891,,,,
salaam.af,af,published,Data from Taliban users. 61910,Afghanistan,Afghanistan,2025-10-20T15:41:55.267443,,,,
gbricambi.it,it,published,"9 mila testate motore. 25 mila pompe e migliaia di altri prodotti: questi sono i numeri che distinguono la produzione di GB Ricambi, azienda italiana con sede a 65157",Italy,Italy,2025-10-20T15:41:55.881926,,,,
fanningfanning.com,com,published,"Engineering services for Mechanical, Electrical, Plumbing design and plant layout, HVAC, lighting, power, energy conservation and management, utilities 63087",unknown,United States,2025-10-20T15:41:57.120356,,,,
akanea.com,com,published,"AKANEA, éditeur de logiciels pour la gestion et logistique : transport routier, transport international maritime et aérien, agroalimentaire et douane. 61679 jutebag.co.uk published Jute Trading Ltd, Unit 370, Centennial Park, Centennial Avenue, Elstree Borehamwood, WD6 3TJ, UK. Phone: 01923 537 433. Email: sales@jutebag.co.uk. JuteBag Grey 61082 designintoto.com.au published Intoto is a communications agency specialising in below-the-line services across a diverse range of categories from brand identity, photography, and design 60356",United Kingdom,United Kingdom,2025-10-20T15:41:57.893070,,,,
robesoncoso.org,org,published,"Sheriff Burnis Wilkins Sheriff Burnis Wilkins is a 40+ year sworn law enforcement Officer serving with city, county, state and federal agencies. 55922",United States,United States,2025-10-20T15:41:58.574308,,,,
acdcexpress.com,com,published,"ACDC Express is a South African Electrical Retail and Wholesale Franchise, specializing in Everything Electrical. 55599 pkf.com.au published PKF Australia Limited is a member of PKF Global, the network of member firms of PKF International Limited, each of which is a separately owned legal entity and ... 54036",South Africa,South Africa,2025-10-20T15:41:59.294879,,,,
inces.com,com,published,No description available,United States,United States,2025-10-20T15:41:59.996261,,,,
inces.com,com,"Updated: 29 Aug, 2024,   15:54 UTC",51070,unknown,United States,2025-10-20T15:42:01.213623,,,,
huntongroup.com,com,published,"Hunton Group is a synergistic group of Companies focused on innovative systems, comprehensive solutions, and Trane's high-quality products. 50738",United States,United States,2025-10-20T15:42:02.413535,,,,
hphood.com,com,published,"Products: Milk, Ice Cream, Cottage Cheese, Sour Cream, Cream Eggnog, Recipes, Store Locator, Girl drinking Hood Milk, Girl drinking Hood milk. 51075",unknown,United States,2025-10-20T15:42:03.161582,,,,
bridgestoneamericas.com,com,published,"Since its founding in 1931, Bridgestone is committed to innovating improvements for the world around us. We strive for what sets new standards. 50782",United States,United States,2025-10-20T15:42:04.502139,,,,
albanybank.com,com,published,Personal Banking Business Internet Banking Promo Business Internet Banking Managing your business finances is easier than ever! 50910,United States,United States,2025-10-20T15:42:05.387765,,,,
