domain,tld,status,description,ollama_country,final_country,processed_at
aegean.gr,gr,published,"The University of the Aegean is a public, multi-campus university located in Lesvos, Chios, Samos, Rhodes, Syros and Lemnos, Greece. It was founded on March 20, 1984, by the Presidential Act 83/1984 and its administrative headquarters are located in... 53996",Greece,Greece,2025-10-20T15:46:30.671645
adamjeeinsurance.com,com,published,"Adamjee Insurance is one of the leading general insurance companies in Pakistan, offering Motor Insurance, Health Insurance, and Travel Insurance and offers customised solutions to meet the protection needs of individual and corporate customers. 53977",Pakistan,Pakistan,2025-10-20T15:46:31.232056
aerospace.com,com,published,"The Aerospace Corporation: Who We Are. As an independent, nonprofit corporation operating the only FFRDC for the space enterprise, The Aerospace Corporation performs objective technical analyses and assessments for a variety of government, civil, and... 54408",United States,United States,2025-10-20T15:46:31.808551
cityofbartlett.org,org,published,"Bartlett is a city in Shelby County, Tennessee, United States. The population was 57,786 at the 2020 U.S. Census. 54060",United States,United States,2025-10-20T15:46:32.366679
sinloc.com,com,published,"Sinloc si occupa di consulenza ed investimento in Italia e in Europa e promuove lo sviluppo locale sostenibile soprattutto attraverso la realizzazione di infrastrutture, con attività di assistenza tecnica, studi di fattibilità e investimenti in proge... 53878",Italy,Italy,2025-10-20T15:46:32.949748
sirva.com,com,published,"Sirva Worldwide, Inc. provides HR and mobility professionals with the resources, guidance, and support they need to achieve the best possible relocation for talent, and for the companies that move them. As a leading global relocation management and m... 54334",United States,United States,2025-10-20T15:46:33.532305
wombleco.com,com,published,Womble Company has been protecting your investment for over 40 years. We apply both internal and external pipeline coating systems. The amount of pipe we have coated could circle the earth 3 times. 53586,United States,United States,2025-10-20T15:46:34.101021
tvh.com,com,published,"TVH offers a wide range of parts and accessories for material handling, industrial, construction and agricultural equipment. Find out more about their services, products, webshop, downloads and news. 58883",Netherlands,Netherlands,2025-10-20T15:46:35.549357
dena.de,de,published,"About dena. Effizient, intelligent und nachhaltig - so soll Energie in Zukunft erzeugt und genutzt werden. Das erreicht die Deutsche Energie-Agentur mit Partnern und Kunden aus dem öffentlichen und privaten Sektor. Gemeinsam treiben wir die Energiewe... 53427",Germany,Germany,2025-10-20T15:46:36.051373
muellersystems.com,com,published,"EMPOWER WATER UTILITIES TO BOOST PROFITABILITYCUSTOMER SATISFACTIONOPERATIONAL EFFICIENCY Maximize revenue recovery and customer satisfaction with Mueller Systems® Advanced Metering Infrastructure (AMI) Solution. Streamline your meter reading-to-bill... 53247 mrm.com.mx published En MRM somos mayoristas líderes en el mercado de refacciones, accesorios y equipo de protección para las motocicletas de trabajo con mayor demanda en México. Nos enfocamos en atender refaccionarias, boutiques y corporativos que buscan ofrecer calidad... 53051",Mexico,Mexico,2025-10-20T15:46:36.796715
esser-ps.de,de,published,Lernen Sie jetzt die branchenspezifischen Digitaldruck-Lösungen der ESSER Gruppe kennen. ... Vertriebsmeeting der ESSER Gruppe 2022: die PS auf die Straße bringen. Synergien in einer Familie ohne Nesthäkchen. Weiterlesen 25.10.2022 Erstellt von Marti... 53879,Germany,Germany,2025-10-20T15:46:38.295796
cityofclarksville.com,com,published,"The official website of the City of Clarksville, Tennessee, provides information and services for residents, visitors and businesses. Find news, events, departments, programs, jobs, parks, and more. 53615",United States,United States,2025-10-20T15:46:38.861112
estes-express.com,com,published,"Estes offers reliable next-day LTL shipping, as well as other freight solutions, across North America. Track your shipments, get a rate quote, and learn more about Estes services and network. 53006",United States,United States,2025-10-20T15:46:39.436266
boeing.com,com,published,"Boeing is the world's largest aerospace company and leading manufacturer of commercial jetliners and defense, space and security systems. Learn about its latest products, innovations, sustainability efforts, careers and more. 55166 hartalega.com.my published The history of Hartalega began in 1988. Our insatiable drive to continually outperform ourselves has transformed what began as a single-line manufacturing facility into what we are today—the largest manufacturer of nitrile gloves in the world, with a... 72568 gapsolutions.com.au published GaP Solutions offers comprehensive retail products and services as part of our focused business strategy for the Australian and international retail market. Our expert know-how and products have cultivated long-standing partnerships with our clients. 57087",United States,United States,2025-10-20T15:46:40.163024
stemcor.com,com,published,"Stemcor is a British steel trading and distribution company. The company acts as an intermediary between buyers and sellers of steel and raw materials. It provides additional services, including logistics, price risk management and inventory manageme... 58826",United Kingdom,United Kingdom,2025-10-20T15:46:40.771748
mcs360.com,com,published,"MCS360 is a company that provides property services for residential and commercial buildings across the country, such as inspections, preservation, maintenance, and registrations. Learn how MCS360 helps communities shine with their service partners,... 58680",United States,United States,2025-10-20T15:46:41.254682
igs-inc.com,com,published,"Integrated Geotechnical Solutions: Vibration, Noise and Geotechnical Supplier YOU CAN TRUST. OUR SERVICES EQUIPMENT SALES IGS offers equipment such as vibration and sound monitors, piezometers, weather stations, data hosting platforms and more for pu... 58194",United States,United States,2025-10-20T15:46:41.839289
groupe-idea.com,com,published,"Discover the IDEA group IDEA, 100 years of logistics expertise serving our industrial customers Responsible and committed, IDEA is an independent industrial supply chain provider, specialising in specific and sensitive products. Our mission : make in... 59681 apeagers.com.au published Eagers Automotive is an automotive retail group in Australia and New Zealand. Starting as A P Eagers Automotive Limited, it has a history of more than 100 years. The company name changed to Eagers Automotive Limited from A.P. Eagers Limited in 2020 f... 59716",Australia,Australia,2025-10-20T15:46:42.532541
stsaviationgroup.com,com,published,"STS Aviation Group is a global provider of aircraft maintenance services. Click the link above now to learn more. You can contact the main system administrator on the contacts below, waiting for an answer can take some time from 1 minute to severa... 60524",unknown,United States,2025-10-20T15:46:43.282890
gatesshields.com,com,published,"Gates Shields Ferguson Swall Hammond P.A. is a full-service firm with offices in Overland Park, Kansas, and Liberty, Missouri. Gates Shields represents a variety of clientele in diverse areas of the law. From civil litigation, business matters, and f... 58621",United States,United States,2025-10-20T15:46:43.876956
aeromechinc.com,com,published,"Specializing in engineering, flight testing, and certification services. Watch Our Video 59691",unknown,United States,2025-10-20T15:46:44.501772
fbi.gov,gov,published,"The Federal Bureau of Investigation is the domestic intelligence and security service of the United States and its principal federal law enforcement agency. An agency of the United States Department of Justice, the FBI is also a member of the U.S. In... 103018",United States,United States,2025-10-20T15:46:44.999619
